NGDC_Ship,NGDC_Cruise,NGDC_Sample,NGDC_Serial,NGDC_Comment,Location,Location Type,Expedition,Location ID,Site,Hole,SiteHole,Original ID,Hole ID,Platform,Date,Water Depth (m),Country,State_Province,County_Region,PI,Lat,Long,Elevation,Position,Storage Location Working,Storage Location Archive,Sample Type,Comment,mblf T,mblf B,Metadata Source,Google Earth Comment Field,serial,,
KKR II,ESP,ESP-CAI04-2A,936,Country: Spain / State/Province: País Vasco/ Euskadi / County/Region: ,Lago Caicedo de Yuso/Arreo,lake,ESP,CAI,2,A,2A,ESP-CAI04-2A,ESP-CAI04-2A,KKR II,20041231,9,Spain,País Vasco/ Euskadi,,Blas Valero-Garces,42.77826,-2.99109,650,exact (read from GPS),Instituto Pirenaico de Ecología,Instituto Pirenaico de Ecología,core,,0,5.035,PI,LacCoreID: ESP-CAI04-2A / FieldID: ESP-CAI04-2A / Date: 2004-12-31 / Water Depth: 9m / Sediment Depth: 0-5.035m / Position: exact (read from GPS) / Sample Type: core,1148,,1174
KKR II,ESP,ESP-CAI04-2B,937,Country: Spain / State/Province: País Vasco/ Euskadi / County/Region: ,Lago Caicedo de Yuso/Arreo,lake,ESP,CAI,2,B,2B,ESP-CAI04-2A,ESP-CAI04-2B,KKR II,20041231,9,Spain,País Vasco/ Euskadi,,Blas Valero-Garces,42.77826,-2.99109,650,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,,PI,LacCoreID: ESP-CAI04-2B / FieldID: ESP-CAI04-2A / Date: 2004-12-31 / Water Depth: 9m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: core,1149,,1175
unknown,KELTS,KELTS-CAR98-2A,938,Country: Argentina / State/Province: Patagonia / County/Region: ,Lago Cardiel ,lake,KELTS,CAR,2,A,2A,,KELTS-CAR98-2A,unknown,19981231,,Argentina,Patagonia,,Kerry Kelts,-48.80614,-71.21369,285,approximate (location/coordinates identified on a map),ETH-Zurich,ETH-Zurich,core,,,,,LacCoreID: KELTS-CAR98-2A / FieldID:  / Date: 1998-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2097,,3480
unknown,KELTS,KELTS-CAR99-10A,939,Country: Argentina / State/Province: Patagonia / County/Region: ,Lago Cardiel ,lake,KELTS,CAR,10,A,10A,,KELTS-CAR99-10A,unknown,19991231,,Argentina,Patagonia,,Kerry Kelts,-48.87592,-71.20623,285,approximate (location/coordinates identified on a map),ETH-Zurich,ETH-Zurich,core,,,,,LacCoreID: KELTS-CAR99-10A / FieldID:  / Date: 1999-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2098,,3481
unknown,KELTS,KELTS-CAR99-1A,940,Country: Argentina / State/Province: Patagonia / County/Region: ,Lago Cardiel ,lake,KELTS,CAR,1,A,1A,,KELTS-CAR99-1A,unknown,19991231,,Argentina,Patagonia,,Kerry Kelts,-48.83259,-71.17516,285,approximate (location/coordinates identified on a map),ETH-Zurich,ETH-Zurich,core,,,,,LacCoreID: KELTS-CAR99-1A / FieldID:  / Date: 1999-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2099,,3482
unknown,KELTS,KELTS-CAR99-2A,941,Country: Argentina / State/Province: Patagonia / County/Region: ,Lago Cardiel ,lake,KELTS,CAR,2,A,2A,,KELTS-CAR99-2A,unknown,19991231,,Argentina,Patagonia,,Kerry Kelts,-48.83871,-71.16471,285,approximate (location/coordinates identified on a map),ETH-Zurich,ETH-Zurich,core,,,,,LacCoreID: KELTS-CAR99-2A / FieldID:  / Date: 1999-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2100,,3483
unknown,KELTS,KELTS-CAR99-3A,942,Country: Argentina / State/Province: Patagonia / County/Region: ,Lago Cardiel ,lake,KELTS,CAR,3,A,3A,,KELTS-CAR99-3A,unknown,19991231,,Argentina,Patagonia,,Kerry Kelts,-48.84648,-71.14886,285,approximate (location/coordinates identified on a map),ETH-Zurich,ETH-Zurich,core,,,,,LacCoreID: KELTS-CAR99-3A / FieldID:  / Date: 1999-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2101,,3484
unknown,KELTS,KELTS-CAR99-4A,943,Country: Argentina / State/Province: Patagonia / County/Region: ,Lago Cardiel ,lake,KELTS,CAR,4,A,4A,,KELTS-CAR99-4A,unknown,19991231,,Argentina,Patagonia,,Kerry Kelts,-48.83259,-71.17516,285,approximate (location/coordinates identified on a map),ETH-Zurich,ETH-Zurich,core,,,,,LacCoreID: KELTS-CAR99-4A / FieldID:  / Date: 1999-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2102,,3485
unknown,KELTS,KELTS-CAR99-5A,944,Country: Argentina / State/Province: Patagonia / County/Region: ,Lago Cardiel ,lake,KELTS,CAR,5,A,5A,,KELTS-CAR99-5A,unknown,19991231,,Argentina,Patagonia,,Kerry Kelts,-48.85509,-71.18548,285,approximate (location/coordinates identified on a map),ETH-Zurich,ETH-Zurich,core,,,,,LacCoreID: KELTS-CAR99-5A / FieldID:  / Date: 1999-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2103,,3486
unknown,KELTS,KELTS-CAR99-6A,945,Country: Argentina / State/Province: Patagonia / County/Region: ,Lago Cardiel ,lake,KELTS,CAR,6,A,6A,,KELTS-CAR99-6A,unknown,19991231,,Argentina,Patagonia,,Kerry Kelts,-48.88694,-71.31405,285,approximate (location/coordinates identified on a map),ETH-Zurich,ETH-Zurich,core,,,,,LacCoreID: KELTS-CAR99-6A / FieldID:  / Date: 1999-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2104,,3487
unknown,KELTS,KELTS-CAR99-7A,946,Country: Argentina / State/Province: Patagonia / County/Region: ,Lago Cardiel ,lake,KELTS,CAR,7,A,7A,,KELTS-CAR99-7A,unknown,19991231,,Argentina,Patagonia,,Kerry Kelts,-48.88694,-71.31405,285,approximate (location/coordinates identified on a map),ETH-Zurich,ETH-Zurich,core,,,,,LacCoreID: KELTS-CAR99-7A / FieldID:  / Date: 1999-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2105,,3488
unknown,KELTS,KELTS-CAR99-8A,947,Country: Argentina / State/Province: Patagonia / County/Region: ,Lago Cardiel ,lake,KELTS,CAR,8,A,8A,,KELTS-CAR99-8A,unknown,19991231,,Argentina,Patagonia,,Kerry Kelts,-48.88766,-71.32088,285,approximate (location/coordinates identified on a map),ETH-Zurich,ETH-Zurich,core,,,,,LacCoreID: KELTS-CAR99-8A / FieldID:  / Date: 1999-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2106,,3489
unknown,KELTS,KELTS-CAR99-9A,948,Country: Argentina / State/Province: Patagonia / County/Region: ,Lago Cardiel ,lake,KELTS,CAR,9,A,9A,,KELTS-CAR99-9A,unknown,19991231,,Argentina,Patagonia,,Kerry Kelts,-48.92096,-71.28267,285,approximate (location/coordinates identified on a map),ETH-Zurich,ETH-Zurich,core,,,,,LacCoreID: KELTS-CAR99-9A / FieldID:  / Date: 1999-12-31 / Water Depth: m / Sediment Depth: -m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,2107,,3490
unknown,ATAC,ATAC-CHUN93-1A,949,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,ATAC,CHUN,1,A,1A,ATAC-LC93-I,ATAC-CHUN93-1A,unknown,19931124,,Chile,Arica y Parinacota,,"Martin Grosjean, Bruno Messerli, Kerry Kelts, Blas Valero-Garcés",-18.23439,-69.12136,4556,approximate (location/coordinates identified on a map),LacCore_Como,LacCore_Como,core,,0,3.91,image,LacCoreID: ATAC-CHUN93-1A / FieldID: ATAC-LC93-I / Date: 1993-11-24 / Water Depth: m / Sediment Depth: 0-3.91m / Position: approximate (location/coordinates identified on a map) / Sample Type: core,366,,4122
unknown,CHUN,CHUN-CHUN03-1A,950,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,CHUN,CHUN,1,A,1A,,CHUN-CHUN03-1A,unknown,20031231,,Chile,Arica y Parinacota,,Blas Valero-Garces,-18.2333,-69.15,4556,general (location within lake/site unknown or not digitized),LacCore_Como,LacCore_Como,core,,,,,LacCoreID: CHUN-CHUN03-1A / FieldID:  / Date: 2003-12-31 / Water Depth: m / Sediment Depth: -m / Position: general (location within lake/site unknown or not digitized) / Sample Type: core,738,,1115
KKR II,LAUCA,LAUCA-CHUN02-10A,951,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,10,A,10A,,LAUCA-CHUN02-10A,KKR II,20021110,37.5,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.23547,-69.17817,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,8.16,"PI, Publication",LacCoreID: LAUCA-CHUN02-10A / FieldID:  / Date: 2002-11-10 / Water Depth: 37.5m / Sediment Depth: 0-8.16m / Position: exact (read from GPS) / Sample Type: core,2153,,1177
KKR II,LAUCA,LAUCA-CHUN02-11A,952,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,11,A,11A,,LAUCA-CHUN02-11A,KKR II,20021111,,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.25903,-69.15067,4556,exact (read from GPS),unknown,unknown,core,,0,6.33,"PI, Publication",LacCoreID: LAUCA-CHUN02-11A / FieldID:  / Date: 2002-11-11 / Water Depth: m / Sediment Depth: 0-6.33m / Position: exact (read from GPS) / Sample Type: core,2154,,1178
KKR II,LAUCA,LAUCA-CHUN02-12A,953,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,12,A,12A,,LAUCA-CHUN02-12A,KKR II,20021111,35,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.22167,-69.15936,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,6.8,"PI, Publication",LacCoreID: LAUCA-CHUN02-12A / FieldID:  / Date: 2002-11-11 / Water Depth: 35m / Sediment Depth: 0-6.8m / Position: exact (read from GPS) / Sample Type: core,2155,,1179
KKR II,LAUCA,LAUCA-CHUN02-13A,954,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,13,A,13A,,LAUCA-CHUN02-13A,KKR II,20021112,23.5,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.24983,-69.17161,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,4.39,"PI, Publication",LacCoreID: LAUCA-CHUN02-13A / FieldID:  / Date: 2002-11-12 / Water Depth: 23.5m / Sediment Depth: 0-4.39m / Position: exact (read from GPS) / Sample Type: core,2156,,1180
KKR II,LAUCA,LAUCA-CHUN02-14A,955,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,14,A,14A,,LAUCA-CHUN02-14A,KKR II,20021112,27.2,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.2175,-69.17672,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,6.6,"PI, Publication",LacCoreID: LAUCA-CHUN02-14A / FieldID:  / Date: 2002-11-12 / Water Depth: 27.2m / Sediment Depth: 0-6.6m / Position: exact (read from GPS) / Sample Type: core,2157,,1181
KKR II,LAUCA,LAUCA-CHUN02-15A,956,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,15,A,15A,,LAUCA-CHUN02-15A,KKR II,20021113,24,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.23369,-69.13281,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,5.745,"PI, Publication",LacCoreID: LAUCA-CHUN02-15A / FieldID:  / Date: 2002-11-13 / Water Depth: 24m / Sediment Depth: 0-5.745m / Position: exact (read from GPS) / Sample Type: core,2158,,1182
KKR II,LAUCA,LAUCA-CHUN02-1A,957,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,1,A,1A,,LAUCA-CHUN02-1A,KKR II,20021103,37,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.23411,-69.18108,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,3.46,"PI, Publication",LacCoreID: LAUCA-CHUN02-1A / FieldID:  / Date: 2002-11-03 / Water Depth: 37m / Sediment Depth: 0-3.46m / Position: exact (read from GPS) / Sample Type: core,2143,,1183
KKR II,LAUCA,LAUCA-CHUN02-2A,958,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,2,A,2A,,LAUCA-CHUN02-2A,KKR II,20021104,33.7,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.25628,-69.17486,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,3.71,"PI, Publication",LacCoreID: LAUCA-CHUN02-2A / FieldID:  / Date: 2002-11-04 / Water Depth: 33.7m / Sediment Depth: 0-3.71m / Position: exact (read from GPS) / Sample Type: core,2144,,1184
KKR II,LAUCA,LAUCA-CHUN02-3A,959,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,3,A,3A,,LAUCA-CHUN02-3A,KKR II,20021104,27.5,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.24983,-69.17161,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,3.845,"PI, Publication",LacCoreID: LAUCA-CHUN02-3A / FieldID:  / Date: 2002-11-04 / Water Depth: 27.5m / Sediment Depth: 0-3.845m / Position: exact (read from GPS) / Sample Type: core,2145,,1185
KKR II,LAUCA,LAUCA-CHUN02-4A,960,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,4,A,4A,,LAUCA-CHUN02-4A,KKR II,20021105,39.9,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.24242,-69.16369,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,3.26,"PI, Publication",LacCoreID: LAUCA-CHUN02-4A / FieldID:  / Date: 2002-11-05 / Water Depth: 39.9m / Sediment Depth: 0-3.26m / Position: exact (read from GPS) / Sample Type: core,2146,,1186
KKR II,LAUCA,LAUCA-CHUN02-5A,961,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,5,A,5A,,LAUCA-CHUN02-5A,KKR II,20021105,26,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.25903,-69.15067,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,3.57,"PI, Publication",LacCoreID: LAUCA-CHUN02-5A / FieldID:  / Date: 2002-11-05 / Water Depth: 26m / Sediment Depth: 0-3.57m / Position: exact (read from GPS) / Sample Type: core,2147,,1187
KKR II,LAUCA,LAUCA-CHUN02-6A,962,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,6,A,6A,,LAUCA-CHUN02-6A,KKR II,20021106,6.35,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.26319,-69.13761,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,1.755,"PI, Publication",LacCoreID: LAUCA-CHUN02-6A / FieldID:  / Date: 2002-11-06 / Water Depth: 6.35m / Sediment Depth: 0-1.755m / Position: exact (read from GPS) / Sample Type: core,2148,,1188
KKR II,LAUCA,LAUCA-CHUN02-6B,963,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,6,B,6B,,LAUCA-CHUN02-6B,KKR II,20021106,31,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.26419,-69.14275,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,0.36,"PI, Publication",LacCoreID: LAUCA-CHUN02-6B / FieldID:  / Date: 2002-11-06 / Water Depth: 31m / Sediment Depth: 0-0.36m / Position: exact (read from GPS) / Sample Type: core,2149,,1189
KKR II,LAUCA,LAUCA-CHUN02-7A,964,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,7,A,7A,,LAUCA-CHUN02-7A,KKR II,20021107,18,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.23411,-69.18108,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,3.48,"PI, Publication",LacCoreID: LAUCA-CHUN02-7A / FieldID:  / Date: 2002-11-07 / Water Depth: 18m / Sediment Depth: 0-3.48m / Position: exact (read from GPS) / Sample Type: core,2150,,1190
KKR II,LAUCA,LAUCA-CHUN02-8A,965,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,8,A,8A,,LAUCA-CHUN02-8A,KKR II,20021107,25,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.22581,-69.13328,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,0.47,"PI, Publication",LacCoreID: LAUCA-CHUN02-8A / FieldID:  / Date: 2002-11-07 / Water Depth: 25m / Sediment Depth: 0-0.47m / Position: exact (read from GPS) / Sample Type: core,2151,,1191
KKR II,LAUCA,LAUCA-CHUN02-9A,966,Country: Chile / State/Province: Arica y Parinacota / County/Region: ,Lago Chungara,lake,LAUCA,CHUN,9,A,9A,,LAUCA-CHUN02-9A,KKR II,20021107,24,Chile,Arica y Parinacota,,"Blas Valero-Garces, Alberto Saez",-18.22997,-69.12892,4556,exact (read from GPS),unknown,LacCore_Como,core,,0,3.79,"PI, Publication",LacCoreID: LAUCA-CHUN02-9A / FieldID:  / Date: 2002-11-07 / Water Depth: 24m / Sediment Depth: 0-3.79m / Position: exact (read from GPS) / Sample Type: core,2152,,1192
KKR II,ESP,ESP-SAN04-1A,967,Country: Spain / State/Province: Castilla y León / County/Region: ,Lago de Sanabria,lake,ESP,SAN,1,A,1A,ESP-SAN04-1A,ESP-SAN04-1A,KKR II,20041231,,Spain,Castilla y León,,Blas Valero-Garces,42.12347,-6.72309,1006,exact (read from GPS),LacCore_Como,LacCore_Como,core,,3.02,5.975,PI,LacCoreID: ESP-SAN04-1A / FieldID: ESP-SAN04-1A / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 3.02-5.975m / Position: exact (read from GPS) / Sample Type: core,1176,,1131
KKR II,ESP,ESP-SAN04-1B,968,Country: Spain / State/Province: Castilla y León / County/Region: ,Lago de Sanabria,lake,ESP,SAN,1,B,1B,ESP-SAN04-1A,ESP-SAN04-1B,KKR II,20041231,,Spain,Castilla y León,,Blas Valero-Garces,42.12347,-6.72309,1006,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,,PI,LacCoreID: ESP-SAN04-1B / FieldID: ESP-SAN04-1A / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: core,1177,,1132
KKR II,ESP,ESP-SAN04-1C,969,Country: Spain / State/Province: Castilla y León / County/Region: ,Lago de Sanabria,lake,ESP,SAN,1,C,1C,ESP-SAN04-1B,ESP-SAN04-1C,KKR II,20041231,,Spain,Castilla y León,,Blas Valero-Garces,42.12274,-6.72424,1006,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,7.42,PI,LacCoreID: ESP-SAN04-1C / FieldID: ESP-SAN04-1B / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-7.42m / Position: exact (read from GPS) / Sample Type: core,1178,,1133
KKR II,ESP,ESP-SAN04-2A,970,Country: Spain / State/Province: Castilla y León / County/Region: ,Lago de Sanabria,lake,ESP,SAN,2,A,2A,ESP-SAN04-2A,ESP-SAN04-2A,KKR II,20041231,,Spain,Castilla y León,,Blas Valero-Garces,42.1254,-6.71064,1006,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,7.855,PI,LacCoreID: ESP-SAN04-2A / FieldID: ESP-SAN04-2A / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-7.855m / Position: exact (read from GPS) / Sample Type: core,1179,,1134
KKR II,ESP,ESP-SAN04-2B,971,Country: Spain / State/Province: Castilla y León / County/Region: ,Lago de Sanabria,lake,ESP,SAN,2,B,2B,ESP-SAN04-2A,ESP-SAN04-2B,KKR II,20041231,,Spain,Castilla y León,,Blas Valero-Garces,42.1254,-6.71064,1006,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,,,LacCoreID: ESP-SAN04-2B / FieldID: ESP-SAN04-2A / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: core,1180,,1135
KKR II,ESP,ESP-SAN04-3A,972,Country: Spain / State/Province: Castilla y León / County/Region: ,Lago de Sanabria,lake,ESP,SAN,3,A,3A,ESP-SAN04-3A,ESP-SAN04-3A,KKR II,20041231,,Spain,Castilla y León,,Blas Valero-Garces,42.12092,-6.70906,1006,exact (read from GPS),Instituto Pirenaico de Ecología,LacCore_Como,core,,0,8.54,,LacCoreID: ESP-SAN04-3A / FieldID: ESP-SAN04-3A / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-8.54m / Position: exact (read from GPS) / Sample Type: core,1181,,1136
KKR II,ESP,ESP-SAN04-3B,973,Country: Spain / State/Province: Castilla y León / County/Region: ,Lago de Sanabria,lake,ESP,SAN,3,B,3B,ESP-SAN04-3A,ESP-SAN04-3B,KKR II,20041231,,Spain,Castilla y León,,Blas Valero-Garces,42.12092,-6.70906,1006,exact (read from GPS),Instituto Pirenaico de Ecología,LacCore_Como,core,,0,,,LacCoreID: ESP-SAN04-3B / FieldID: ESP-SAN04-3A / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-m / Position: exact (read from GPS) / Sample Type: core,1182,,1137
KKR II,ESP,ESP-SAN04-4A,974,Country: Spain / State/Province: Castilla y León / County/Region: ,Lago de Sanabria,lake,ESP,SAN,4,A,4A,ESP-SAN04-4A,ESP-SAN04-4A,KKR II,20041231,,Spain,Castilla y León,,Blas Valero-Garces,42.1169,-6.7081,1006,exact (read from GPS),LacCore_Como,LacCore_Como,core,,0,5.725,,LacCoreID: ESP-SAN04-4A / FieldID: ESP-SAN04-4A / Date: 2004-12-31 / Water Depth: m / Sediment Depth: 0-5.725m / Position: exact (read from GPS) / Sample Type: core,1183,,1138
unknown,ESP2,ESP2-SAN07-10A,975,Country: Spain / State/Province: Castilla y León / County/Region: ,Lago de Sanabria,lake,ESP2,SAN,10,A,10A,,ESP2-SAN07-10A,unknown,20071231,10,Spain,Castilla y León,,Blas Valero-Garces,42.11540562,-6.723696772,1006,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,0.235,PI,LacCoreID: ESP2-SAN07-10A / FieldID:  / Date: 2007-12-31 / Water Depth: 10m / Sediment Depth: 0-0.235m / Position: exact (read from GPS) / Sample Type: core,1211,,1139
unknown,ESP2,ESP2-SAN07-1A,976,Country: Spain / State/Province: Castilla y León / County/Region: ,Lago de Sanabria,lake,ESP2,SAN,1,A,1A,,ESP2-SAN07-1A,unknown,20071231,49.6,Spain,Castilla y León,,Blas Valero-Garces,42.12108415,-6.709049935,1006,exact (read from GPS),LacCore_CivE,LacCore_CivE,core,,0,0.33,PI,LacCoreID: ESP2-SAN07-1A / FieldID:  / Date: 2007-12-31 / Water Depth: 49.6m / Sediment Depth: 0-0.33m / Position: exact (read from GPS) / Sample Type: core,1212,,1140
